recharge_id,customer_id,recharge_date,recharge_amount,plan_type,plan_name,validity_days,has_discount,payment_method
8270,3573,2024-01-29,299,Monthly,₹239 Plan,56,False,UPI
8271,1587,2024-02-15,239,Quarterly,₹2999 Plan,84,True,Wallet
8272,676,2024-03-06,999,Monthly,₹239 Plan,365,False,Card
8273,1317,2024-03-30,299,Monthly,₹2999 Plan,56,False,Netbanking
8274,2084,2024-02-04,239,Monthly,₹299 Plan,365,False,Card
8275,1333,2024-01-28,299,Annual,₹299 Plan,28,False,Netbanking
8276,3929,2024-03-04,299,Annual,₹239 Plan,365,False,Card
8277,1837,2024-03-18,299,Quarterly,₹719 Plan,56,False,Card
8278,4337,2024-03-26,239,Quarterly,₹999 Plan,84,True,Netbanking
8279,3801,2024-01-23,2999,Monthly,₹2999 Plan,56,True,Card
8280,806,2024-02-16,719,Annual,₹999 Plan,84,False,Netbanking
8281,2542,2024-02-01,299,Annual,₹719 Plan,28,False,UPI
8282,4038,2024-03-09,299,Annual,₹999 Plan,56,False,Card
8283,4103,2024-03-23,999,Quarterly,₹999 Plan,56,False,UPI
8284,520,2024-02-14,2999,Monthly,₹2999 Plan,28,False,Card
8285,4894,2024-01-11,719,Monthly,₹299 Plan,365,False,UPI
8286,1129,2024-02-28,2999,Annual,₹299 Plan,28,False,Netbanking
8287,3826,2024-03-14,239,Monthly,₹2999 Plan,56,False,UPI
8288,2765,2024-02-26,999,Quarterly,₹2999 Plan,28,False,Wallet
8289,2256,2024-02-11,2999,Quarterly,₹999 Plan,56,False,Wallet
8290,4504,2024-03-02,299,Annual,₹2999 Plan,28,False,Wallet
8291,120,2024-01-22,2999,Quarterly,₹999 Plan,56,False,Wallet
8292,852,2024-01-17,719,Monthly,₹239 Plan,56,False,Netbanking
8293,1356,2024-01-11,239,Monthly,₹999 Plan,84,False,Netbanking
8294,3494,2024-01-03,2999,Monthly,₹2999 Plan,28,True,UPI
8295,1621,2024-02-27,299,Annual,₹299 Plan,365,False,Wallet
8296,4220,2024-03-09,719,Monthly,₹719 Plan,365,False,Netbanking
8297,739,2024-03-16,299,Annual,₹719 Plan,56,False,UPI
8298,2529,2024-03-24,719,Monthly,₹299 Plan,365,False,Wallet
8299,1137,2024-03-05,719,Quarterly,₹719 Plan,56,True,Wallet
8300,2709,2024-02-15,999,Monthly,₹239 Plan,56,True,Wallet
8301,4812,2024-01-06,999,Monthly,₹2999 Plan,56,False,UPI
8302,2095,2024-03-14,999,Monthly,₹239 Plan,365,False,Netbanking
8303,2036,2024-01-13,2999,Quarterly,₹719 Plan,365,True,Card
8304,3723,2024-01-10,999,Monthly,₹239 Plan,56,False,Netbanking
8305,4109,2024-01-17,299,Monthly,₹2999 Plan,365,False,UPI
8306,3626,2024-01-10,299,Monthly,₹299 Plan,56,False,UPI
8307,4791,2024-03-12,299,Monthly,₹299 Plan,28,True,Netbanking
8308,3624,2024-01-15,999,Monthly,₹299 Plan,56,True,Netbanking
8309,1686,2024-01-26,239,Annual,₹2999 Plan,28,False,Card
8310,1272,2024-03-06,299,Quarterly,₹719 Plan,365,False,Wallet
8311,3344,2024-01-21,719,Quarterly,₹2999 Plan,28,False,UPI
8312,4937,2024-03-12,239,Quarterly,₹719 Plan,365,False,UPI
8313,19,2024-01-17,299,Annual,₹2999 Plan,56,False,Wallet
8314,4234,2024-03-28,719,Monthly,₹719 Plan,365,False,Netbanking
8315,2317,2024-01-21,239,Monthly,₹239 Plan,365,False,UPI
8316,4740,2024-03-05,999,Quarterly,₹2999 Plan,84,False,Wallet
8317,4225,2024-03-28,999,Quarterly,₹2999 Plan,84,False,UPI
8318,1985,2024-02-29,299,Monthly,₹719 Plan,365,False,Netbanking
8319,312,2024-01-03,299,Annual,₹719 Plan,28,False,Card
8320,1527,2024-02-23,2999,Quarterly,₹239 Plan,365,False,Wallet
8321,4402,2024-02-02,2999,Annual,₹999 Plan,84,False,UPI
8322,701,2024-01-28,999,Quarterly,₹719 Plan,365,False,Wallet
8323,727,2024-03-18,2999,Annual,₹299 Plan,365,False,Card
8324,1959,2024-02-11,239,Annual,₹299 Plan,56,False,Card
8325,4655,2024-01-29,719,Quarterly,₹239 Plan,56,False,Netbanking
8326,4393,2024-03-02,239,Monthly,₹239 Plan,56,False,UPI
8327,3601,2024-02-25,2999,Quarterly,₹999 Plan,28,False,Card
8328,1101,2024-01-03,2999,Quarterly,₹299 Plan,28,False,Netbanking
8329,2639,2024-01-24,239,Quarterly,₹719 Plan,28,False,Wallet
8330,2952,2024-01-26,299,Monthly,₹719 Plan,28,False,Card
8331,1696,2024-01-24,999,Quarterly,₹719 Plan,28,True,Netbanking
8332,263,2024-03-17,239,Annual,₹299 Plan,28,False,Card
8333,2224,2024-01-14,299,Monthly,₹719 Plan,28,False,Wallet
8334,3821,2024-03-15,239,Monthly,₹299 Plan,28,False,Wallet
8335,1234,2024-03-08,999,Quarterly,₹2999 Plan,56,True,UPI
8336,2222,2024-02-22,2999,Annual,₹999 Plan,365,True,UPI
8337,700,2024-03-07,719,Annual,₹2999 Plan,365,False,Wallet
8338,1105,2024-02-28,299,Annual,₹239 Plan,84,False,UPI
8339,1531,2024-01-12,999,Annual,₹999 Plan,56,False,Wallet
8340,4085,2024-01-01,999,Annual,₹239 Plan,56,False,UPI
8341,573,2024-03-18,2999,Annual,₹2999 Plan,84,False,UPI
8342,2605,2024-03-26,299,Quarterly,₹2999 Plan,365,False,Wallet
8343,3135,2024-01-24,719,Monthly,₹299 Plan,365,False,Card
8344,3769,2024-03-17,719,Quarterly,₹999 Plan,84,False,Wallet
8345,1678,2024-01-05,299,Quarterly,₹239 Plan,28,False,Netbanking
8346,3943,2024-02-04,999,Quarterly,₹239 Plan,56,False,Card
8347,1260,2024-03-29,2999,Monthly,₹239 Plan,56,False,Card
8348,1615,2024-02-14,239,Annual,₹2999 Plan,28,False,UPI
8349,702,2024-03-25,999,Quarterly,₹2999 Plan,28,False,UPI
8350,1216,2024-02-06,299,Quarterly,₹299 Plan,84,False,Wallet
8351,63,2024-02-21,2999,Monthly,₹2999 Plan,84,False,Card
8352,4126,2024-01-29,299,Monthly,₹2999 Plan,28,False,Wallet
8353,1245,2024-01-21,239,Annual,₹299 Plan,28,False,Card
8354,3330,2024-01-27,719,Quarterly,₹719 Plan,365,False,Wallet
8355,1439,2024-01-21,719,Monthly,₹299 Plan,84,False,Wallet
8356,4147,2024-02-27,299,Monthly,₹719 Plan,56,True,Wallet
8357,585,2024-01-22,2999,Monthly,₹299 Plan,28,True,Card
8358,1187,2024-03-19,2999,Quarterly,₹299 Plan,84,False,Netbanking
8359,1232,2024-03-22,719,Annual,₹719 Plan,28,False,Card
8360,4188,2024-02-03,999,Annual,₹239 Plan,365,False,UPI
8361,4590,2024-01-02,2999,Quarterly,₹999 Plan,28,False,Netbanking
8362,1226,2024-01-02,999,Quarterly,₹239 Plan,84,False,UPI
8363,2172,2024-01-30,2999,Quarterly,₹2999 Plan,365,False,Netbanking
8364,1285,2024-03-21,999,Quarterly,₹299 Plan,28,False,Netbanking
8365,4703,2024-02-21,299,Quarterly,₹239 Plan,56,True,Netbanking
8366,3934,2024-01-13,239,Quarterly,₹299 Plan,365,False,Wallet
8367,3521,2024-01-15,719,Monthly,₹239 Plan,28,True,Netbanking
8368,3352,2024-01-03,2999,Quarterly,₹299 Plan,56,False,Wallet
8369,4333,2024-02-02,299,Monthly,₹719 Plan,365,True,UPI
8370,21,2024-03-15,299,Quarterly,₹999 Plan,28,False,UPI
8371,3970,2024-01-11,2999,Quarterly,₹299 Plan,365,False,Card
8372,2569,2024-02-24,719,Monthly,₹239 Plan,84,False,UPI
8373,1183,2024-03-30,299,Quarterly,₹2999 Plan,365,False,Netbanking
8374,3171,2024-01-21,299,Monthly,₹719 Plan,56,False,UPI
8375,4933,2024-02-08,239,Quarterly,₹2999 Plan,28,False,UPI
8376,1859,2024-03-18,239,Annual,₹299 Plan,56,False,Card
8377,3767,2024-03-04,999,Annual,₹239 Plan,365,False,Netbanking
8378,764,2024-02-08,299,Monthly,₹719 Plan,365,False,Card
8379,3779,2024-03-17,2999,Monthly,₹239 Plan,365,False,Wallet
8380,4217,2024-02-18,719,Monthly,₹239 Plan,28,False,Wallet
8381,3883,2024-02-24,719,Monthly,₹2999 Plan,56,False,Wallet
8382,2090,2024-03-18,719,Quarterly,₹719 Plan,56,False,UPI
8383,1650,2024-02-19,2999,Annual,₹719 Plan,28,False,Wallet
8384,1066,2024-02-16,299,Annual,₹2999 Plan,365,False,Wallet
8385,3946,2024-02-11,719,Quarterly,₹239 Plan,84,False,Wallet
8386,3057,2024-01-03,299,Quarterly,₹299 Plan,56,False,Card
8387,2583,2024-03-20,719,Monthly,₹999 Plan,84,False,Netbanking
8388,1799,2024-03-18,239,Quarterly,₹2999 Plan,84,False,Card
8389,4228,2024-02-15,239,Monthly,₹2999 Plan,56,False,UPI
8390,4409,2024-02-10,719,Monthly,₹239 Plan,28,True,Netbanking
8391,32,2024-03-30,239,Annual,₹719 Plan,365,True,Wallet
8392,3747,2024-02-06,999,Monthly,₹299 Plan,28,True,Netbanking
8393,3804,2024-03-02,2999,Monthly,₹299 Plan,84,False,UPI
8394,2379,2024-01-28,239,Monthly,₹2999 Plan,84,False,Wallet
8395,1481,2024-01-07,239,Monthly,₹2999 Plan,28,False,UPI
8396,804,2024-02-11,239,Quarterly,₹719 Plan,28,False,Netbanking
8397,1383,2024-03-14,2999,Quarterly,₹2999 Plan,28,False,Netbanking
8398,2134,2024-03-25,2999,Monthly,₹2999 Plan,84,True,Card
8399,4958,2024-02-21,2999,Quarterly,₹299 Plan,28,False,Card
8400,2565,2024-01-13,719,Annual,₹719 Plan,28,False,Netbanking
8401,326,2024-03-26,2999,Annual,₹719 Plan,28,False,Netbanking
8402,2548,2024-01-21,719,Quarterly,₹2999 Plan,84,True,Card
8403,3901,2024-02-14,2999,Annual,₹719 Plan,56,False,Card
8404,3180,2024-03-30,239,Annual,₹239 Plan,56,True,UPI
8405,2305,2024-03-16,999,Annual,₹299 Plan,28,False,Card
8406,1510,2024-01-02,719,Quarterly,₹999 Plan,365,False,UPI
8407,2952,2024-02-20,2999,Quarterly,₹2999 Plan,365,False,Card
8408,2325,2024-03-21,299,Annual,₹999 Plan,28,False,Card
8409,201,2024-01-12,299,Quarterly,₹719 Plan,84,True,Wallet
8410,2662,2024-01-18,299,Monthly,₹2999 Plan,84,True,Netbanking
8411,309,2024-01-06,2999,Monthly,₹719 Plan,56,False,Wallet
8412,3372,2024-03-18,299,Annual,₹999 Plan,365,False,Netbanking
8413,2191,2024-03-23,299,Quarterly,₹719 Plan,84,False,Card
8414,4699,2024-02-13,999,Monthly,₹239 Plan,84,False,Wallet
8415,3845,2024-01-07,719,Quarterly,₹2999 Plan,84,True,Wallet
8416,1893,2024-01-31,719,Monthly,₹299 Plan,84,False,Wallet
8417,1464,2024-01-06,2999,Quarterly,₹719 Plan,365,False,UPI
8418,2019,2024-02-23,999,Monthly,₹719 Plan,84,False,Wallet
8419,1302,2024-03-29,719,Quarterly,₹299 Plan,84,True,UPI
8420,4828,2024-02-11,719,Quarterly,₹719 Plan,365,False,Card
8421,985,2024-03-25,299,Monthly,₹239 Plan,84,True,Netbanking
8422,1082,2024-01-16,2999,Monthly,₹2999 Plan,84,False,Card
8423,4195,2024-01-05,299,Annual,₹999 Plan,365,False,Card
8424,1169,2024-01-19,999,Quarterly,₹999 Plan,28,False,Wallet
8425,1930,2024-03-31,719,Monthly,₹999 Plan,365,False,Wallet
8426,2104,2024-02-20,719,Annual,₹2999 Plan,28,False,Card
8427,2014,2024-02-04,999,Quarterly,₹999 Plan,56,False,Wallet
8428,4254,2024-01-07,239,Monthly,₹719 Plan,365,False,Wallet
8429,996,2024-03-08,299,Monthly,₹999 Plan,28,False,Wallet
8430,1145,2024-01-28,999,Annual,₹239 Plan,56,False,Netbanking
8431,2978,2024-02-25,999,Annual,₹239 Plan,365,False,Wallet
8432,3754,2024-03-01,299,Quarterly,₹239 Plan,56,False,Card
8433,2299,2024-03-20,299,Quarterly,₹999 Plan,28,False,Wallet
8434,2172,2024-03-04,299,Annual,₹719 Plan,28,False,Card
8435,3658,2024-02-20,239,Monthly,₹2999 Plan,84,False,Netbanking
8436,1393,2024-01-27,999,Annual,₹299 Plan,28,False,Netbanking
8437,120,2024-03-18,999,Quarterly,₹239 Plan,365,False,Card
8438,359,2024-02-22,239,Monthly,₹999 Plan,365,True,Netbanking
8439,1725,2024-03-22,719,Monthly,₹2999 Plan,365,False,Netbanking
8440,1287,2024-02-28,2999,Quarterly,₹999 Plan,56,False,Netbanking
8441,1913,2024-03-22,239,Annual,₹239 Plan,365,False,Netbanking
8442,1336,2024-03-26,999,Monthly,₹999 Plan,56,False,Wallet
8443,4289,2024-02-09,719,Quarterly,₹239 Plan,28,False,Netbanking
8444,3949,2024-03-08,719,Annual,₹239 Plan,84,True,Wallet
8445,4842,2024-01-20,719,Quarterly,₹239 Plan,56,False,UPI
8446,2500,2024-03-20,2999,Monthly,₹719 Plan,28,False,Netbanking
8447,2425,2024-02-29,2999,Quarterly,₹999 Plan,84,False,Card
8448,3145,2024-03-12,999,Monthly,₹299 Plan,56,False,Card
8449,2895,2024-01-12,719,Monthly,₹2999 Plan,84,False,Netbanking
8450,2890,2024-01-20,719,Quarterly,₹999 Plan,28,True,Netbanking
8451,1480,2024-02-11,299,Monthly,₹299 Plan,28,True,Card
8452,1433,2024-01-15,239,Quarterly,₹299 Plan,84,True,Card
8453,452,2024-02-20,239,Monthly,₹719 Plan,365,True,Wallet
8454,3085,2024-01-17,719,Quarterly,₹239 Plan,365,False,UPI
8455,1882,2024-03-20,999,Monthly,₹2999 Plan,56,True,Card
8456,1507,2024-03-12,2999,Annual,₹239 Plan,365,False,Netbanking
8457,2239,2024-03-16,999,Monthly,₹2999 Plan,84,True,UPI
8458,4408,2024-03-25,719,Quarterly,₹999 Plan,365,True,Wallet
8459,4060,2024-03-03,299,Annual,₹299 Plan,84,False,Wallet
8460,1715,2024-01-30,299,Annual,₹2999 Plan,56,True,Card
8461,3625,2024-01-24,719,Annual,₹719 Plan,84,False,UPI
8462,4383,2024-02-19,719,Annual,₹999 Plan,28,True,Netbanking
8463,4242,2024-03-04,999,Quarterly,₹299 Plan,365,False,Wallet
8464,779,2024-02-05,2999,Monthly,₹2999 Plan,28,False,Card
8465,3315,2024-02-10,999,Annual,₹719 Plan,84,False,UPI
8466,2156,2024-02-13,2999,Annual,₹999 Plan,56,False,UPI
8467,2758,2024-02-20,239,Quarterly,₹999 Plan,28,False,Card
8468,2689,2024-03-16,239,Annual,₹2999 Plan,28,False,Wallet
8469,1790,2024-02-22,239,Quarterly,₹239 Plan,56,False,Wallet
8470,2154,2024-03-30,299,Annual,₹719 Plan,84,False,Wallet
8471,3270,2024-01-04,299,Annual,₹999 Plan,84,False,UPI
8472,1043,2024-03-23,719,Quarterly,₹719 Plan,84,False,UPI
8473,4019,2024-02-12,239,Monthly,₹719 Plan,28,False,Wallet
8474,4171,2024-01-27,2999,Quarterly,₹239 Plan,365,False,UPI
8475,1667,2024-03-06,299,Annual,₹299 Plan,28,False,UPI
8476,3400,2024-01-05,2999,Monthly,₹299 Plan,365,False,Wallet
8477,4602,2024-03-19,299,Annual,₹999 Plan,56,True,Wallet
8478,1695,2024-02-26,299,Monthly,₹239 Plan,84,True,Netbanking
8479,1104,2024-02-06,239,Quarterly,₹719 Plan,56,False,UPI
8480,270,2024-02-04,239,Annual,₹999 Plan,84,False,UPI
8481,930,2024-01-16,299,Annual,₹999 Plan,56,False,UPI
8482,1617,2024-01-09,719,Annual,₹299 Plan,56,False,Netbanking
8483,1910,2024-01-22,299,Annual,₹999 Plan,84,True,Netbanking
8484,1251,2024-03-31,719,Quarterly,₹299 Plan,84,False,Card
8485,1332,2024-03-16,719,Quarterly,₹999 Plan,84,False,Card
8486,1134,2024-03-09,239,Monthly,₹299 Plan,28,False,UPI
8487,271,2024-01-24,719,Monthly,₹719 Plan,28,False,UPI
8488,110,2024-01-14,2999,Quarterly,₹2999 Plan,84,False,Card
8489,3551,2024-03-25,2999,Annual,₹299 Plan,84,False,Wallet
8490,3455,2024-01-06,239,Monthly,₹719 Plan,365,False,Wallet
8491,4516,2024-02-17,2999,Annual,₹2999 Plan,365,False,Card
8492,2729,2024-02-08,299,Monthly,₹239 Plan,56,False,UPI
8493,2914,2024-01-20,2999,Quarterly,₹2999 Plan,28,True,UPI
8494,3716,2024-01-22,239,Monthly,₹239 Plan,56,False,Netbanking
8495,2496,2024-02-27,299,Annual,₹719 Plan,56,False,Netbanking
8496,2977,2024-02-03,299,Annual,₹999 Plan,56,False,Wallet
8497,3372,2024-02-01,719,Annual,₹719 Plan,84,False,UPI
8498,509,2024-03-08,239,Annual,₹239 Plan,84,False,Netbanking
8499,1007,2024-02-16,999,Annual,₹299 Plan,365,True,Card
8500,4930,2024-01-18,999,Quarterly,₹719 Plan,84,True,Card
8501,630,2024-02-10,999,Monthly,₹239 Plan,365,False,Netbanking
8502,3278,2024-01-21,239,Annual,₹999 Plan,365,False,Wallet
8503,3961,2024-03-26,239,Quarterly,₹239 Plan,56,True,UPI
8504,474,2024-03-12,2999,Quarterly,₹719 Plan,28,False,Netbanking
8505,2782,2024-01-23,2999,Annual,₹719 Plan,365,False,UPI
8506,413,2024-03-16,239,Quarterly,₹719 Plan,56,False,Wallet
8507,413,2024-02-27,239,Monthly,₹299 Plan,365,False,Card
8508,2100,2024-01-17,299,Quarterly,₹2999 Plan,56,False,Netbanking
8509,354,2024-03-01,2999,Annual,₹239 Plan,84,False,Wallet
8510,4531,2024-02-29,2999,Quarterly,₹239 Plan,84,False,Wallet
8511,506,2024-01-09,2999,Annual,₹239 Plan,28,False,Card
8512,2933,2024-03-22,299,Monthly,₹239 Plan,365,False,Card
8513,4016,2024-03-21,999,Monthly,₹299 Plan,365,True,Wallet
8514,265,2024-03-22,2999,Monthly,₹719 Plan,28,False,UPI
8515,4540,2024-03-18,999,Monthly,₹999 Plan,56,False,Wallet
8516,4341,2024-02-13,719,Quarterly,₹239 Plan,84,True,Card
8517,3868,2024-02-01,299,Quarterly,₹239 Plan,84,False,UPI
8518,1436,2024-02-10,719,Annual,₹2999 Plan,28,False,UPI
8519,4496,2024-03-22,999,Monthly,₹2999 Plan,84,False,Card
8520,3446,2024-03-17,299,Monthly,₹719 Plan,365,False,Wallet
8521,4889,2024-03-30,2999,Monthly,₹999 Plan,28,False,Card
8522,650,2024-03-26,999,Monthly,₹999 Plan,365,False,Netbanking
8523,2807,2024-01-31,239,Monthly,₹2999 Plan,56,True,Wallet
8524,406,2024-01-01,999,Quarterly,₹999 Plan,28,False,Card
8525,946,2024-03-20,999,Annual,₹299 Plan,56,False,Card
8526,2667,2024-01-25,999,Annual,₹239 Plan,56,False,UPI
8527,4812,2024-01-12,999,Monthly,₹2999 Plan,56,False,UPI
8528,215,2024-02-10,2999,Annual,₹239 Plan,28,True,Netbanking
8529,2481,2024-03-16,719,Annual,₹2999 Plan,28,False,Netbanking
8530,1953,2024-01-31,719,Monthly,₹719 Plan,84,False,Card
8531,127,2024-03-15,299,Quarterly,₹299 Plan,28,False,Netbanking
8532,4633,2024-03-05,2999,Monthly,₹299 Plan,84,False,Wallet
8533,229,2024-01-06,2999,Monthly,₹719 Plan,84,False,UPI
8534,300,2024-03-09,999,Annual,₹2999 Plan,365,False,Netbanking
8535,3328,2024-03-23,719,Monthly,₹239 Plan,84,False,UPI
8536,3389,2024-02-25,719,Monthly,₹2999 Plan,84,False,Card
8537,3044,2024-03-09,2999,Monthly,₹719 Plan,28,False,UPI
8538,3091,2024-01-11,239,Annual,₹239 Plan,84,False,Card
8539,2515,2024-01-29,2999,Quarterly,₹299 Plan,365,True,UPI
8540,2621,2024-01-07,999,Monthly,₹239 Plan,84,False,Card
8541,2472,2024-03-31,999,Quarterly,₹999 Plan,84,False,UPI
8542,840,2024-01-28,999,Monthly,₹719 Plan,365,False,UPI
8543,4106,2024-01-20,239,Quarterly,₹239 Plan,84,True,UPI
8544,2810,2024-02-26,299,Monthly,₹719 Plan,56,False,Netbanking
8545,314,2024-01-14,239,Annual,₹299 Plan,84,False,Netbanking
8546,2284,2024-02-11,999,Quarterly,₹239 Plan,56,False,Wallet
8547,856,2024-02-01,719,Annual,₹239 Plan,56,False,UPI
8548,2357,2024-01-17,2999,Annual,₹719 Plan,84,False,Netbanking
8549,4707,2024-02-14,999,Monthly,₹239 Plan,84,True,Card
8550,4341,2024-01-28,719,Monthly,₹719 Plan,84,False,Netbanking
8551,4937,2024-03-28,239,Annual,₹239 Plan,56,False,Card
8552,3712,2024-03-15,239,Quarterly,₹299 Plan,28,True,Wallet
8553,4870,2024-02-15,719,Annual,₹999 Plan,56,False,Card
8554,232,2024-01-25,999,Monthly,₹719 Plan,28,True,Netbanking
8555,3355,2024-03-27,239,Quarterly,₹239 Plan,28,False,UPI
8556,2103,2024-02-28,239,Quarterly,₹719 Plan,84,True,Wallet
8557,3021,2024-02-15,719,Quarterly,₹999 Plan,56,False,Wallet
8558,42,2024-03-17,299,Monthly,₹999 Plan,28,True,UPI
8559,4055,2024-01-22,299,Annual,₹239 Plan,56,False,Netbanking
8560,634,2024-01-31,2999,Monthly,₹299 Plan,365,False,Netbanking
8561,3864,2024-03-10,999,Quarterly,₹999 Plan,365,False,Netbanking
8562,3503,2024-02-02,239,Monthly,₹2999 Plan,56,False,Netbanking
8563,2306,2024-02-01,239,Annual,₹299 Plan,56,False,Card
8564,4435,2024-03-20,719,Annual,₹299 Plan,56,True,Wallet
8565,1878,2024-03-29,239,Annual,₹719 Plan,84,False,Wallet
8566,4920,2024-03-21,2999,Quarterly,₹299 Plan,84,False,UPI
8567,1391,2024-01-19,719,Quarterly,₹2999 Plan,56,True,Wallet
8568,3705,2024-01-03,299,Quarterly,₹719 Plan,365,False,Netbanking
8569,4931,2024-01-26,999,Quarterly,₹299 Plan,56,False,UPI
8570,4280,2024-03-23,2999,Quarterly,₹719 Plan,56,False,Wallet
8571,3227,2024-02-09,239,Monthly,₹239 Plan,56,True,Card
8572,4459,2024-02-18,999,Quarterly,₹2999 Plan,56,False,Netbanking
8573,42,2024-02-24,719,Annual,₹719 Plan,365,False,Netbanking
8574,2737,2024-03-20,2999,Annual,₹2999 Plan,28,False,Wallet
8575,1933,2024-02-11,299,Quarterly,₹239 Plan,28,False,Netbanking
8576,2655,2024-03-19,299,Monthly,₹999 Plan,28,False,Netbanking
8577,864,2024-02-16,719,Annual,₹999 Plan,28,False,Netbanking
8578,4495,2024-02-02,719,Quarterly,₹719 Plan,365,False,Wallet
8579,2671,2024-01-22,239,Monthly,₹999 Plan,56,False,Wallet
8580,96,2024-02-17,239,Annual,₹999 Plan,84,True,Netbanking
8581,4119,2024-03-17,719,Quarterly,₹299 Plan,28,False,Wallet
8582,2234,2024-02-03,999,Annual,₹2999 Plan,56,False,Wallet
8583,4427,2024-02-21,719,Annual,₹239 Plan,28,False,Netbanking
8584,635,2024-01-15,719,Monthly,₹719 Plan,28,False,Card
8585,2382,2024-02-28,299,Annual,₹299 Plan,28,False,Netbanking
8586,1627,2024-02-25,999,Annual,₹239 Plan,365,False,Wallet
8587,3245,2024-01-12,299,Annual,₹999 Plan,56,False,UPI
8588,2109,2024-03-24,999,Annual,₹299 Plan,365,False,Card
8589,3341,2024-03-04,719,Monthly,₹719 Plan,365,False,Card
8590,4798,2024-02-14,2999,Monthly,₹239 Plan,28,True,Wallet
8591,482,2024-03-29,299,Annual,₹999 Plan,84,True,Card
8592,4512,2024-01-11,719,Quarterly,₹2999 Plan,56,False,Card
8593,4024,2024-02-23,239,Quarterly,₹239 Plan,28,False,UPI
8594,372,2024-03-27,999,Annual,₹2999 Plan,84,False,Netbanking
8595,4463,2024-02-04,2999,Annual,₹239 Plan,84,False,Netbanking
8596,3093,2024-02-03,719,Quarterly,₹719 Plan,365,False,Card
8597,2063,2024-02-20,299,Monthly,₹239 Plan,56,False,Wallet
8598,1621,2024-01-29,999,Annual,₹2999 Plan,365,False,UPI
8599,3883,2024-03-17,239,Annual,₹2999 Plan,28,False,Wallet
8600,3463,2024-02-06,239,Annual,₹719 Plan,365,False,Wallet
8601,473,2024-02-18,239,Quarterly,₹999 Plan,28,False,UPI
8602,2925,2024-01-20,2999,Quarterly,₹2999 Plan,28,True,Netbanking
8603,335,2024-02-13,239,Annual,₹239 Plan,365,False,Netbanking
8604,4188,2024-03-31,719,Quarterly,₹999 Plan,84,False,Card
8605,3800,2024-02-17,299,Monthly,₹239 Plan,365,False,Wallet
8606,305,2024-02-06,239,Monthly,₹2999 Plan,56,False,Card
8607,4024,2024-02-29,239,Quarterly,₹999 Plan,56,True,Card
8608,4431,2024-03-05,719,Monthly,₹719 Plan,56,False,Netbanking
8609,1130,2024-01-10,239,Annual,₹999 Plan,365,True,Wallet
8610,1227,2024-01-01,239,Annual,₹239 Plan,28,False,Netbanking
8611,2956,2024-03-25,719,Annual,₹2999 Plan,365,True,Wallet
8612,4294,2024-02-23,299,Annual,₹239 Plan,56,False,UPI
8613,2331,2024-03-25,299,Annual,₹719 Plan,28,False,Netbanking
8614,4866,2024-01-28,299,Quarterly,₹239 Plan,56,False,UPI
8615,265,2024-02-12,719,Annual,₹999 Plan,28,False,Netbanking
8616,1931,2024-03-05,2999,Quarterly,₹239 Plan,365,False,UPI
8617,4415,2024-01-07,299,Monthly,₹2999 Plan,365,False,Netbanking
8618,762,2024-01-10,239,Monthly,₹999 Plan,365,False,UPI
8619,1607,2024-01-18,719,Annual,₹999 Plan,84,True,Card
8620,1942,2024-01-13,299,Monthly,₹2999 Plan,56,False,Netbanking
8621,4507,2024-01-27,2999,Quarterly,₹239 Plan,365,True,Wallet
8622,3232,2024-01-23,2999,Annual,₹2999 Plan,365,True,Wallet
8623,751,2024-01-29,719,Annual,₹999 Plan,365,True,Card
8624,3760,2024-01-14,239,Quarterly,₹719 Plan,56,True,UPI
8625,1820,2024-03-17,719,Monthly,₹999 Plan,28,False,Netbanking
8626,1683,2024-03-26,719,Quarterly,₹719 Plan,365,False,Card
8627,1700,2024-01-12,719,Annual,₹299 Plan,84,False,Netbanking
8628,1870,2024-03-05,999,Monthly,₹299 Plan,56,False,UPI
8629,3987,2024-02-19,299,Annual,₹999 Plan,84,False,Card
8630,3537,2024-01-23,719,Monthly,₹2999 Plan,56,False,Netbanking
8631,378,2024-02-17,999,Quarterly,₹999 Plan,28,False,UPI
8632,860,2024-02-06,2999,Quarterly,₹719 Plan,365,False,Wallet
8633,135,2024-02-06,2999,Annual,₹999 Plan,365,False,Wallet
8634,2712,2024-02-29,719,Monthly,₹239 Plan,84,False,Wallet
8635,415,2024-01-19,299,Monthly,₹719 Plan,365,False,Wallet
8636,1555,2024-01-25,999,Monthly,₹2999 Plan,84,False,Netbanking
8637,670,2024-02-13,299,Annual,₹239 Plan,56,False,Netbanking
8638,79,2024-03-09,239,Monthly,₹719 Plan,28,False,UPI
8639,4053,2024-03-16,719,Quarterly,₹719 Plan,84,False,Card
8640,3052,2024-02-02,999,Annual,₹239 Plan,365,True,Card
8641,1010,2024-01-11,299,Quarterly,₹999 Plan,84,False,Wallet
8642,688,2024-03-01,2999,Annual,₹999 Plan,365,False,Netbanking
8643,1808,2024-02-06,719,Monthly,₹239 Plan,28,False,UPI
8644,4509,2024-01-14,299,Annual,₹719 Plan,56,False,Netbanking
8645,2534,2024-03-22,719,Annual,₹2999 Plan,84,False,Netbanking
8646,2925,2024-03-28,719,Monthly,₹2999 Plan,56,True,Card
8647,1244,2024-03-28,719,Annual,₹239 Plan,84,False,Netbanking
8648,3237,2024-03-09,999,Quarterly,₹299 Plan,28,False,UPI
